id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
SC8445,Comfy 8,1,208.97,Luxurious seat cover.,seatandcover,BrandB,17.47,3.79,"(1.29, 1.26, 1.28)","{'Leather': 79, 'Foam': 40}",low,FF5733,FF0000,glossy,scratch
SC1247,UltraSoft 4,3,213.92,Durable seat cover.,seatandcover,BrandB,17.47,2.97,"(1.36, 1.04, 1.09)","{'Leather': 69, 'Foam': 36}",high,FF5733,8B4513,unfinished,uv
SC1612,Premium 5,23,165.51,Scratch-resistant seat cover.,seatandcover,BrandB,17.57,3.55,"(1.03, 1.12, 1.35)","{'Leather': 74, 'Foam': 26}",medium,F5F5F5,F5DEB3,matte,uv
SC1743,Luxury 2,1,197.84,Luxurious seat cover.,seatandcover,BrandB,17.43,2.96,"(1.36, 1.22, 1.42)","{'Leather': 77, 'Foam': 34}",low,DAA520,F5F5F5,unfinished,uv
SC8872,Luxury 2,44,213.73,Durable seat cover.,seatandcover,BrandA,17.5,3.53,"(1.07, 1.47, 1.06)","{'Leather': 67, 'Foam': 23}",low,D4AF37,F5F5F5,matte,scratch
SC6256,Premium 7,39,112.89,Comfortable seat cover.,seatandcover,BrandA,17.44,3.78,"(1.09, 1.0, 1.01)","{'Leather': 63, 'Foam': 36}",high,F5DEB3,8B4513,glossy,uv
SC2759,Luxury 7,2,116.58,Luxurious seat cover.,seatandcover,BrandC,17.57,3.81,"(1.29, 1.26, 1.47)","{'Leather': 60, 'Foam': 39}",medium,FF5733,8B4513,unfinished,light
SC6759,UltraSoft 3,13,161.11,Durable seat cover.,seatandcover,BrandB,17.49,3.73,"(1.29, 1.24, 1.01)","{'Leather': 70, 'Foam': 22}",medium,FF5733,2980B9,unfinished,dust
SC4051,Luxury 1,50,117.8,Durable seat cover.,seatandcover,BrandA,17.6,3.78,"(1.41, 1.33, 1.24)","{'Leather': 74, 'Foam': 36}",high,DAA520,F5F5F5,glossy,light
SC5205,Comfy 2,26,124.12,Luxurious seat cover.,seatandcover,BrandB,17.5,3.76,"(1.37, 1.15, 1.35)","{'Leather': 80, 'Foam': 23}",high,2980B9,F5DEB3,glossy,light
SC6269,UltraSoft 4,32,160.57,Comfortable seat cover.,seatandcover,BrandA,17.47,3.09,"(1.3, 1.27, 1.3)","{'Leather': 74, 'Foam': 35}",high,2980B9,FF0000,matte,scratch
SC9643,Premium 3,3,237.51,Luxurious seat cover.,seatandcover,BrandB,17.52,3.79,"(1.33, 1.14, 1.45)","{'Leather': 62, 'Foam': 20}",high,F5F5F5,F5DEB3,glossy,dust
SC2036,Luxury 1,30,119.11,Durable seat cover.,seatandcover,BrandB,17.59,3.48,"(1.32, 1.08, 1.09)","{'Leather': 76, 'Foam': 34}",undefined,8B4513,708090,matte,uv
SC9335,Comfy 4,49,170.12,Durable seat cover.,seatandcover,BrandB,17.54,2.78,"(1.16, 1.15, 1.06)","{'Leather': 61, 'Foam': 21}",high,2F4F4F,F5DEB3,matte,dust
SC5408,Premium 5,33,224.0,Scratch-resistant seat cover.,seatandcover,BrandB,17.43,3.64,"(1.17, 1.23, 1.34)","{'Leather': 69, 'Foam': 40}",low,2980B9,2F4F4F,glossy,scratch
SC2877,Premium 9,41,110.85,Luxurious seat cover.,seatandcover,BrandA,17.49,3.77,"(1.29, 1.11, 1.12)","{'Leather': 79, 'Foam': 38}",high,708090,D4AF37,glossy,scratch
SC9388,Luxury 7,7,167.68,Durable seat cover.,seatandcover,BrandB,17.59,3.91,"(1.45, 1.4, 1.03)","{'Leather': 65, 'Foam': 34}",low,8B4513,F5DEB3,matte,scratch
SC3620,Luxury 5,12,208.9,Comfortable seat cover.,seatandcover,BrandB,17.51,3.63,"(1.36, 1.25, 1.31)","{'Leather': 80, 'Foam': 32}",undefined,D4AF37,D4AF37,unfinished,dust
SC9812,Luxury 5,39,109.63,Durable seat cover.,seatandcover,BrandB,17.46,2.86,"(1.07, 1.38, 1.31)","{'Leather': 78, 'Foam': 40}",undefined,F5DEB3,2980B9,unfinished,scratch
SC9073,UltraSoft 9,2,188.09,Luxurious seat cover.,seatandcover,BrandB,17.57,2.76,"(1.36, 1.34, 1.14)","{'Leather': 75, 'Foam': 32}",medium,708090,F5F5F5,glossy,light
SC5527,UltraSoft 1,40,112.81,Luxurious seat cover.,seatandcover,BrandB,17.43,3.64,"(1.27, 1.22, 1.33)","{'Leather': 77, 'Foam': 27}",undefined,D4AF37,708090,matte,light
SC8656,Comfy 3,50,133.83,Luxurious seat cover.,seatandcover,BrandA,17.41,3.62,"(1.16, 1.11, 1.03)","{'Leather': 61, 'Foam': 23}",high,F5DEB3,2980B9,glossy,dust
SC5896,Premium 5,31,213.75,Scratch-resistant seat cover.,seatandcover,BrandB,17.5,3.08,"(1.31, 1.42, 1.09)","{'Leather': 64, 'Foam': 21}",undefined,DAA520,708090,matte,uv
SC4974,Comfy 2,14,126.97,Comfortable seat cover.,seatandcover,BrandC,17.49,3.27,"(1.09, 1.21, 1.39)","{'Leather': 74, 'Foam': 37}",high,8B4513,F5DEB3,matte,light
SC4335,Luxury 5,20,223.44,Luxurious seat cover.,seatandcover,BrandC,17.45,2.55,"(1.07, 1.33, 1.49)","{'Leather': 62, 'Foam': 36}",undefined,2F4F4F,FF5733,unfinished,uv
SC7736,Luxury 8,15,195.74,Durable seat cover.,seatandcover,BrandB,17.58,3.89,"(1.4, 1.31, 1.05)","{'Leather': 61, 'Foam': 25}",low,D4AF37,F5F5F5,matte,uv
SC6320,Luxury 8,2,242.23,Luxurious seat cover.,seatandcover,BrandC,17.4,3.37,"(1.29, 1.28, 1.45)","{'Leather': 73, 'Foam': 21}",medium,708090,2F4F4F,unfinished,scratch
SC2269,Luxury 5,30,104.03,Durable seat cover.,seatandcover,BrandB,17.55,2.78,"(1.24, 1.49, 1.11)","{'Leather': 67, 'Foam': 40}",medium,F5F5F5,FF5733,unfinished,light
SC9576,Luxury 5,36,118.6,Luxurious seat cover.,seatandcover,BrandA,17.55,3.04,"(1.45, 1.31, 1.39)","{'Leather': 67, 'Foam': 40}",high,FF0000,8B4513,glossy,scratch
SC5136,Luxury 9,24,135.99,Scratch-resistant seat cover.,seatandcover,BrandA,17.49,3.15,"(1.02, 1.43, 1.29)","{'Leather': 62, 'Foam': 24}",medium,F5F5F5,2980B9,matte,dust
SC8833,Premium 9,38,173.53,Durable seat cover.,seatandcover,BrandA,17.57,3.75,"(1.14, 1.23, 1.31)","{'Leather': 73, 'Foam': 29}",low,F5F5F5,2980B9,glossy,uv
SC4157,Comfy 6,17,200.16,Comfortable seat cover.,seatandcover,BrandB,17.42,2.72,"(1.28, 1.36, 1.23)","{'Leather': 80, 'Foam': 31}",undefined,2F4F4F,F5DEB3,matte,dust
SC4426,Comfy 3,40,227.86,Luxurious seat cover.,seatandcover,BrandA,17.46,2.6,"(1.45, 1.0, 1.24)","{'Leather': 73, 'Foam': 34}",high,708090,FF0000,glossy,scratch
SC3656,Luxury 3,8,196.49,Comfortable seat cover.,seatandcover,BrandC,17.59,3.38,"(1.34, 1.5, 1.12)","{'Leather': 69, 'Foam': 34}",undefined,DAA520,D4AF37,matte,dust
SC2159,Luxury 7,11,213.22,Scratch-resistant seat cover.,seatandcover,BrandB,17.57,3.38,"(1.49, 1.11, 1.09)","{'Leather': 70, 'Foam': 20}",medium,8B4513,708090,unfinished,uv
SC3661,Premium 4,40,164.94,Luxurious seat cover.,seatandcover,BrandA,17.41,3.53,"(1.15, 1.31, 1.03)","{'Leather': 63, 'Foam': 33}",undefined,8B4513,FF5733,glossy,uv
SC1845,Comfy 1,6,137.79,Luxurious seat cover.,seatandcover,BrandA,17.49,3.33,"(1.35, 1.41, 1.36)","{'Leather': 67, 'Foam': 24}",low,FF5733,708090,unfinished,uv
SC8468,UltraSoft 2,43,184.17,Luxurious seat cover.,seatandcover,BrandC,17.53,2.65,"(1.37, 1.49, 1.45)","{'Leather': 73, 'Foam': 22}",low,2980B9,FF5733,matte,light
SC1232,Premium 7,47,190.6,Luxurious seat cover.,seatandcover,BrandB,17.52,3.8,"(1.07, 1.4, 1.14)","{'Leather': 76, 'Foam': 26}",undefined,2980B9,F5F5F5,unfinished,dust
SC4064,Comfy 6,46,185.37,Scratch-resistant seat cover.,seatandcover,BrandC,17.53,3.51,"(1.44, 1.2, 1.26)","{'Leather': 79, 'Foam': 26}",undefined,8B4513,708090,unfinished,uv
SC9815,Premium 6,50,228.81,Comfortable seat cover.,seatandcover,BrandB,17.56,2.77,"(1.38, 1.17, 1.44)","{'Leather': 71, 'Foam': 40}",low,DAA520,708090,glossy,scratch
SC4344,Comfy 9,48,168.75,Comfortable seat cover.,seatandcover,BrandA,17.45,3.0,"(1.46, 1.0, 1.2)","{'Leather': 65, 'Foam': 22}",low,F5DEB3,708090,glossy,light
SC5525,UltraSoft 7,16,174.2,Luxurious seat cover.,seatandcover,BrandA,17.57,3.91,"(1.49, 1.2, 1.22)","{'Leather': 68, 'Foam': 29}",high,2F4F4F,8B4513,matte,dust
SC7787,Premium 2,46,210.13,Durable seat cover.,seatandcover,BrandA,17.47,3.56,"(1.29, 1.08, 1.46)","{'Leather': 65, 'Foam': 37}",low,2F4F4F,DAA520,matte,light
SC5240,Comfy 3,47,214.16,Durable seat cover.,seatandcover,BrandA,17.5,2.69,"(1.44, 1.13, 1.46)","{'Leather': 78, 'Foam': 40}",undefined,708090,2F4F4F,matte,uv
SC4983,Luxury 2,26,192.72,Luxurious seat cover.,seatandcover,BrandA,17.5,3.27,"(1.36, 1.09, 1.29)","{'Leather': 67, 'Foam': 25}",low,FF5733,8B4513,matte,scratch
SC1647,Luxury 6,16,167.22,Luxurious seat cover.,seatandcover,BrandB,17.47,3.28,"(1.27, 1.09, 1.04)","{'Leather': 64, 'Foam': 40}",low,DAA520,DAA520,unfinished,light
SC5890,Comfy 4,50,186.58,Comfortable seat cover.,seatandcover,BrandA,17.46,2.61,"(1.37, 1.15, 1.14)","{'Leather': 61, 'Foam': 37}",high,8B4513,D4AF37,unfinished,light
SC4778,Luxury 9,26,225.97,Scratch-resistant seat cover.,seatandcover,BrandB,17.44,3.32,"(1.1, 1.45, 1.24)","{'Leather': 72, 'Foam': 27}",medium,DAA520,F5DEB3,unfinished,light
SC5767,UltraSoft 9,9,175.94,Scratch-resistant seat cover.,seatandcover,BrandB,17.57,3.24,"(1.2, 1.34, 1.2)","{'Leather': 60, 'Foam': 23}",medium,8B4513,708090,glossy,dust
SC9733,Comfy 4,25,221.3,Durable seat cover.,seatandcover,BrandB,17.49,3.9,"(1.29, 1.24, 1.38)","{'Leather': 74, 'Foam': 31}",high,2F4F4F,FF5733,matte,uv
SC2344,Comfy 6,33,114.49,Durable seat cover.,seatandcover,BrandC,17.42,3.37,"(1.45, 1.19, 1.22)","{'Leather': 65, 'Foam': 31}",low,FF0000,8B4513,unfinished,light
SC4397,Luxury 5,44,175.28,Durable seat cover.,seatandcover,BrandB,17.52,3.01,"(1.38, 1.13, 1.12)","{'Leather': 74, 'Foam': 35}",undefined,2980B9,FF0000,matte,light
SC2124,UltraSoft 4,50,118.3,Scratch-resistant seat cover.,seatandcover,BrandC,17.46,2.65,"(1.03, 1.04, 1.38)","{'Leather': 72, 'Foam': 34}",low,FF5733,DAA520,matte,scratch
SC2848,Comfy 9,11,198.53,Comfortable seat cover.,seatandcover,BrandB,17.6,3.0,"(1.43, 1.11, 1.16)","{'Leather': 65, 'Foam': 26}",high,708090,DAA520,glossy,uv
SC3133,Comfy 7,6,173.36,Luxurious seat cover.,seatandcover,BrandB,17.5,3.7,"(1.47, 1.28, 1.42)","{'Leather': 78, 'Foam': 40}",low,DAA520,FF0000,glossy,light
SC2299,Comfy 3,49,150.96,Luxurious seat cover.,seatandcover,BrandB,17.58,3.98,"(1.4, 1.4, 1.07)","{'Leather': 69, 'Foam': 30}",high,FF5733,F5F5F5,unfinished,light
SC6405,Luxury 8,31,235.78,Luxurious seat cover.,seatandcover,BrandA,17.53,3.48,"(1.03, 1.16, 1.2)","{'Leather': 70, 'Foam': 23}",medium,D4AF37,2980B9,matte,light
SC6613,Luxury 8,50,246.95,Comfortable seat cover.,seatandcover,BrandC,17.46,3.93,"(1.39, 1.26, 1.13)","{'Leather': 65, 'Foam': 22}",low,F5DEB3,D4AF37,unfinished,light
SC6840,UltraSoft 1,50,176.04,Comfortable seat cover.,seatandcover,BrandB,17.59,2.98,"(1.18, 1.03, 1.4)","{'Leather': 70, 'Foam': 25}",medium,FF0000,FF0000,matte,uv
SC1851,Luxury 5,28,216.72,Durable seat cover.,seatandcover,BrandC,17.48,4.0,"(1.25, 1.08, 1.35)","{'Leather': 65, 'Foam': 38}",high,2980B9,FF5733,glossy,dust
SC6023,Comfy 7,3,140.45,Luxurious seat cover.,seatandcover,BrandA,17.49,3.27,"(1.32, 1.03, 1.34)","{'Leather': 75, 'Foam': 30}",high,F5F5F5,2F4F4F,glossy,dust
SC8033,Premium 1,37,201.66,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,3.8,"(1.48, 1.05, 1.15)","{'Leather': 66, 'Foam': 26}",low,FF5733,FF0000,glossy,light
SC6762,Luxury 1,7,149.22,Durable seat cover.,seatandcover,BrandC,17.46,3.11,"(1.18, 1.37, 1.29)","{'Leather': 80, 'Foam': 32}",medium,F5F5F5,F5DEB3,matte,scratch
SC9936,Premium 6,23,245.0,Scratch-resistant seat cover.,seatandcover,BrandC,17.57,3.29,"(1.43, 1.34, 1.3)","{'Leather': 70, 'Foam': 20}",undefined,F5F5F5,DAA520,glossy,dust
SC4969,Comfy 6,34,198.18,Comfortable seat cover.,seatandcover,BrandB,17.53,2.69,"(1.07, 1.02, 1.18)","{'Leather': 60, 'Foam': 28}",low,F5DEB3,8B4513,unfinished,light
SC1739,Premium 2,37,201.61,Luxurious seat cover.,seatandcover,BrandC,17.43,2.72,"(1.3, 1.31, 1.48)","{'Leather': 64, 'Foam': 28}",medium,FF5733,708090,matte,uv
SC9200,UltraSoft 5,40,212.83,Luxurious seat cover.,seatandcover,BrandC,17.51,3.44,"(1.24, 1.29, 1.24)","{'Leather': 66, 'Foam': 38}",undefined,F5DEB3,FF5733,glossy,scratch
SC8957,Comfy 5,33,197.34,Luxurious seat cover.,seatandcover,BrandC,17.51,2.56,"(1.33, 1.45, 1.26)","{'Leather': 62, 'Foam': 29}",undefined,D4AF37,F5DEB3,matte,uv
SC8059,Comfy 2,10,165.54,Comfortable seat cover.,seatandcover,BrandA,17.51,2.76,"(1.36, 1.18, 1.49)","{'Leather': 64, 'Foam': 26}",medium,D4AF37,D4AF37,glossy,uv
SC9397,Luxury 1,37,249.95,Luxurious seat cover.,seatandcover,BrandA,17.57,3.67,"(1.34, 1.04, 1.1)","{'Leather': 78, 'Foam': 35}",low,FF0000,708090,glossy,scratch
SC5363,UltraSoft 5,43,233.42,Comfortable seat cover.,seatandcover,BrandA,17.58,2.76,"(1.41, 1.2, 1.06)","{'Leather': 67, 'Foam': 35}",medium,F5DEB3,2980B9,glossy,uv
SC7406,Premium 8,15,140.95,Durable seat cover.,seatandcover,BrandB,17.44,3.67,"(1.04, 1.45, 1.37)","{'Leather': 80, 'Foam': 26}",undefined,D4AF37,FF5733,unfinished,light
SC2286,UltraSoft 7,47,186.59,Comfortable seat cover.,seatandcover,BrandB,17.52,3.67,"(1.21, 1.23, 1.23)","{'Leather': 80, 'Foam': 29}",undefined,8B4513,F5F5F5,unfinished,scratch
SC4367,Luxury 7,16,197.13,Luxurious seat cover.,seatandcover,BrandB,17.51,2.51,"(1.2, 1.4, 1.41)","{'Leather': 77, 'Foam': 25}",medium,FF0000,D4AF37,unfinished,dust
SC7313,Premium 6,2,191.53,Scratch-resistant seat cover.,seatandcover,BrandB,17.45,3.28,"(1.2, 1.13, 1.18)","{'Leather': 62, 'Foam': 21}",undefined,8B4513,708090,unfinished,scratch
SC3640,Luxury 8,37,155.22,Scratch-resistant seat cover.,seatandcover,BrandA,17.45,3.42,"(1.48, 1.14, 1.09)","{'Leather': 71, 'Foam': 31}",low,2F4F4F,FF5733,matte,uv
SC3939,Premium 7,24,174.65,Luxurious seat cover.,seatandcover,BrandA,17.49,2.67,"(1.21, 1.45, 1.11)","{'Leather': 76, 'Foam': 33}",undefined,D4AF37,2980B9,unfinished,dust
SC6957,Luxury 2,31,134.72,Durable seat cover.,seatandcover,BrandC,17.5,3.38,"(1.17, 1.13, 1.45)","{'Leather': 68, 'Foam': 23}",high,F5DEB3,F5F5F5,unfinished,dust
SC8278,Luxury 8,40,181.41,Comfortable seat cover.,seatandcover,BrandB,17.5,2.66,"(1.17, 1.13, 1.36)","{'Leather': 67, 'Foam': 25}",high,2F4F4F,FF0000,glossy,light
SC5188,Premium 9,27,170.48,Comfortable seat cover.,seatandcover,BrandB,17.59,3.12,"(1.38, 1.12, 1.31)","{'Leather': 73, 'Foam': 25}",high,FF0000,D4AF37,glossy,uv
SC1959,Premium 2,12,127.7,Luxurious seat cover.,seatandcover,BrandA,17.49,2.58,"(1.37, 1.42, 1.43)","{'Leather': 79, 'Foam': 32}",low,708090,FF5733,glossy,light
SC9923,UltraSoft 9,20,100.21,Durable seat cover.,seatandcover,BrandA,17.4,3.79,"(1.33, 1.22, 1.26)","{'Leather': 73, 'Foam': 26}",undefined,708090,F5DEB3,glossy,light
SC7257,UltraSoft 5,43,203.19,Comfortable seat cover.,seatandcover,BrandC,17.45,3.56,"(1.19, 1.36, 1.33)","{'Leather': 70, 'Foam': 21}",medium,708090,FF0000,glossy,light
SC7254,Luxury 6,23,113.35,Luxurious seat cover.,seatandcover,BrandA,17.44,2.86,"(1.4, 1.27, 1.16)","{'Leather': 78, 'Foam': 22}",medium,FF5733,F5F5F5,glossy,dust
SC3609,Premium 5,47,156.22,Comfortable seat cover.,seatandcover,BrandA,17.6,3.01,"(1.06, 1.0, 1.4)","{'Leather': 74, 'Foam': 37}",high,2F4F4F,DAA520,glossy,light
SC9363,Premium 5,45,218.34,Scratch-resistant seat cover.,seatandcover,BrandA,17.59,3.15,"(1.18, 1.01, 1.25)","{'Leather': 71, 'Foam': 33}",low,F5F5F5,DAA520,glossy,scratch
SC5658,Premium 1,50,118.48,Durable seat cover.,seatandcover,BrandB,17.48,2.5,"(1.45, 1.17, 1.09)","{'Leather': 64, 'Foam': 29}",high,F5DEB3,8B4513,unfinished,light
SC1390,Premium 2,38,173.75,Scratch-resistant seat cover.,seatandcover,BrandB,17.53,3.14,"(1.23, 1.19, 1.05)","{'Leather': 62, 'Foam': 25}",medium,DAA520,FF0000,unfinished,scratch
SC4370,Comfy 5,26,184.73,Durable seat cover.,seatandcover,BrandA,17.55,3.53,"(1.44, 1.14, 1.42)","{'Leather': 66, 'Foam': 26}",low,F5DEB3,8B4513,matte,uv
SC8533,Luxury 4,2,101.94,Scratch-resistant seat cover.,seatandcover,BrandC,17.5,3.32,"(1.31, 1.23, 1.11)","{'Leather': 69, 'Foam': 40}",high,2F4F4F,F5DEB3,unfinished,scratch
SC1636,Premium 9,19,127.73,Scratch-resistant seat cover.,seatandcover,BrandA,17.59,3.61,"(1.18, 1.44, 1.47)","{'Leather': 67, 'Foam': 32}",low,FF0000,2980B9,matte,light
SC7887,Comfy 7,23,158.3,Comfortable seat cover.,seatandcover,BrandC,17.42,3.07,"(1.21, 1.5, 1.2)","{'Leather': 71, 'Foam': 37}",low,DAA520,2980B9,unfinished,scratch
SC1551,Comfy 4,41,195.95,Scratch-resistant seat cover.,seatandcover,BrandA,17.57,3.82,"(1.05, 1.28, 1.34)","{'Leather': 69, 'Foam': 21}",high,F5DEB3,F5F5F5,glossy,scratch
SC4111,Comfy 3,27,200.11,Comfortable seat cover.,seatandcover,BrandB,17.55,3.27,"(1.05, 1.49, 1.07)","{'Leather': 73, 'Foam': 28}",medium,FF5733,8B4513,matte,scratch
SC9915,UltraSoft 2,7,124.43,Durable seat cover.,seatandcover,BrandA,17.52,2.51,"(1.04, 1.32, 1.04)","{'Leather': 71, 'Foam': 39}",low,2980B9,FF5733,matte,uv
SC1493,UltraSoft 9,15,159.74,Scratch-resistant seat cover.,seatandcover,BrandA,17.46,3.81,"(1.06, 1.42, 1.12)","{'Leather': 77, 'Foam': 26}",undefined,2F4F4F,708090,unfinished,uv
SC5628,Premium 2,21,164.79,Luxurious seat cover.,seatandcover,BrandA,17.57,3.33,"(1.22, 1.28, 1.22)","{'Leather': 72, 'Foam': 35}",high,FF0000,DAA520,glossy,scratch
SC1176,UltraSoft 8,10,160.36,Comfortable seat cover.,seatandcover,BrandC,17.54,2.52,"(1.21, 1.22, 1.38)","{'Leather': 75, 'Foam': 29}",undefined,FF5733,FF0000,matte,uv
SC7048,Comfy 9,12,237.84,Luxurious seat cover.,seatandcover,BrandB,17.59,2.52,"(1.3, 1.01, 1.14)","{'Leather': 65, 'Foam': 23}",low,F5DEB3,DAA520,glossy,dust
SC4408,UltraSoft 4,33,108.52,Scratch-resistant seat cover.,seatandcover,BrandC,17.45,2.55,"(1.11, 1.03, 1.01)","{'Leather': 75, 'Foam': 32}",high,FF5733,708090,glossy,dust
SC8710,UltraSoft 9,9,172.87,Scratch-resistant seat cover.,seatandcover,BrandA,17.52,3.4,"(1.41, 1.34, 1.35)","{'Leather': 78, 'Foam': 29}",undefined,708090,F5F5F5,glossy,light
SC6212,UltraSoft 7,41,138.77,Scratch-resistant seat cover.,seatandcover,BrandB,17.51,3.24,"(1.49, 1.25, 1.05)","{'Leather': 71, 'Foam': 25}",low,DAA520,FF0000,matte,dust
SC2835,UltraSoft 1,41,200.17,Comfortable seat cover.,seatandcover,BrandA,17.5,2.66,"(1.29, 1.11, 1.12)","{'Leather': 66, 'Foam': 33}",medium,8B4513,F5DEB3,unfinished,uv
SC6107,Comfy 2,26,217.45,Scratch-resistant seat cover.,seatandcover,BrandB,17.58,3.22,"(1.48, 1.21, 1.43)","{'Leather': 67, 'Foam': 28}",medium,DAA520,FF0000,glossy,light
SC8928,Comfy 5,2,219.2,Durable seat cover.,seatandcover,BrandC,17.44,3.41,"(1.39, 1.1, 1.24)","{'Leather': 65, 'Foam': 29}",high,FF5733,FF0000,matte,dust
SC3507,Luxury 8,5,212.82,Comfortable seat cover.,seatandcover,BrandA,17.59,3.09,"(1.32, 1.44, 1.08)","{'Leather': 67, 'Foam': 34}",medium,F5DEB3,F5DEB3,matte,light
SC6305,UltraSoft 2,2,119.21,Comfortable seat cover.,seatandcover,BrandA,17.43,2.59,"(1.1, 1.28, 1.35)","{'Leather': 75, 'Foam': 27}",medium,708090,8B4513,matte,light
SC3114,UltraSoft 7,31,206.13,Comfortable seat cover.,seatandcover,BrandB,17.45,2.87,"(1.14, 1.23, 1.39)","{'Leather': 61, 'Foam': 37}",medium,F5DEB3,D4AF37,matte,uv
SC1080,Comfy 9,8,157.17,Scratch-resistant seat cover.,seatandcover,BrandA,17.43,3.3,"(1.49, 1.29, 1.38)","{'Leather': 61, 'Foam': 39}",medium,F5DEB3,708090,unfinished,scratch
SC2428,Comfy 6,45,176.18,Comfortable seat cover.,seatandcover,BrandA,17.43,3.35,"(1.19, 1.46, 1.02)","{'Leather': 75, 'Foam': 38}",medium,DAA520,708090,unfinished,light
SC9157,Premium 9,15,213.76,Durable seat cover.,seatandcover,BrandA,17.59,3.66,"(1.24, 1.11, 1.1)","{'Leather': 68, 'Foam': 36}",low,8B4513,FF5733,matte,light
SC8551,Premium 9,7,246.99,Luxurious seat cover.,seatandcover,BrandC,17.41,3.49,"(1.39, 1.48, 1.07)","{'Leather': 76, 'Foam': 30}",low,DAA520,D4AF37,unfinished,scratch
SC5340,Comfy 8,43,182.92,Scratch-resistant seat cover.,seatandcover,BrandB,17.47,3.66,"(1.21, 1.34, 1.05)","{'Leather': 75, 'Foam': 23}",undefined,708090,8B4513,glossy,light
SC6580,Comfy 2,44,123.0,Scratch-resistant seat cover.,seatandcover,BrandA,17.43,2.77,"(1.23, 1.28, 1.32)","{'Leather': 64, 'Foam': 33}",high,2F4F4F,F5F5F5,unfinished,light
SC6909,Comfy 2,20,242.06,Durable seat cover.,seatandcover,BrandA,17.48,2.95,"(1.39, 1.29, 1.25)","{'Leather': 74, 'Foam': 37}",medium,8B4513,FF0000,matte,uv
SC6919,UltraSoft 3,6,125.85,Scratch-resistant seat cover.,seatandcover,BrandA,17.59,2.64,"(1.43, 1.48, 1.21)","{'Leather': 70, 'Foam': 21}",undefined,F5DEB3,FF0000,unfinished,light
SC7102,Luxury 8,18,186.52,Scratch-resistant seat cover.,seatandcover,BrandB,17.52,3.07,"(1.36, 1.17, 1.46)","{'Leather': 68, 'Foam': 38}",low,F5F5F5,DAA520,unfinished,light
SC3025,Luxury 2,23,132.1,Durable seat cover.,seatandcover,BrandC,17.57,3.79,"(1.47, 1.18, 1.04)","{'Leather': 76, 'Foam': 34}",undefined,2F4F4F,DAA520,unfinished,scratch
SC5203,Comfy 8,27,228.88,Durable seat cover.,seatandcover,BrandA,17.47,3.31,"(1.35, 1.01, 1.06)","{'Leather': 70, 'Foam': 40}",medium,DAA520,F5F5F5,unfinished,dust
SC8024,Comfy 4,44,214.04,Scratch-resistant seat cover.,seatandcover,BrandA,17.58,3.5,"(1.09, 1.01, 1.25)","{'Leather': 62, 'Foam': 22}",high,DAA520,2980B9,unfinished,dust
SC3648,UltraSoft 9,37,220.91,Scratch-resistant seat cover.,seatandcover,BrandA,17.44,3.36,"(1.5, 1.05, 1.11)","{'Leather': 65, 'Foam': 33}",high,F5F5F5,FF0000,glossy,light
SC4096,Premium 4,19,247.45,Luxurious seat cover.,seatandcover,BrandA,17.5,2.64,"(1.39, 1.12, 1.23)","{'Leather': 80, 'Foam': 39}",undefined,2F4F4F,F5F5F5,matte,scratch
SC7581,Comfy 4,24,241.68,Comfortable seat cover.,seatandcover,BrandC,17.58,3.66,"(1.08, 1.44, 1.31)","{'Leather': 73, 'Foam': 24}",low,8B4513,FF5733,glossy,light
SC1201,UltraSoft 1,19,118.9,Luxurious seat cover.,seatandcover,BrandB,17.43,3.12,"(1.07, 1.26, 1.04)","{'Leather': 63, 'Foam': 20}",medium,DAA520,DAA520,matte,light
SC2643,Premium 1,6,196.21,Comfortable seat cover.,seatandcover,BrandC,17.4,3.61,"(1.44, 1.4, 1.38)","{'Leather': 70, 'Foam': 32}",undefined,2F4F4F,FF5733,matte,dust
SC3783,Comfy 4,25,223.11,Luxurious seat cover.,seatandcover,BrandC,17.44,3.09,"(1.36, 1.09, 1.14)","{'Leather': 73, 'Foam': 30}",high,2F4F4F,D4AF37,unfinished,uv
SC1014,Comfy 9,3,222.2,Comfortable seat cover.,seatandcover,BrandC,17.59,3.85,"(1.35, 1.02, 1.13)","{'Leather': 62, 'Foam': 32}",undefined,2F4F4F,FF5733,glossy,uv
SC2521,Premium 2,35,148.75,Scratch-resistant seat cover.,seatandcover,BrandA,17.46,3.1,"(1.44, 1.18, 1.47)","{'Leather': 66, 'Foam': 30}",low,8B4513,F5DEB3,matte,light
SC2655,Premium 1,13,187.08,Comfortable seat cover.,seatandcover,BrandB,17.59,3.04,"(1.23, 1.48, 1.33)","{'Leather': 62, 'Foam': 33}",high,DAA520,FF5733,matte,uv
SC1538,Luxury 8,34,178.48,Scratch-resistant seat cover.,seatandcover,BrandC,17.52,2.95,"(1.28, 1.05, 1.49)","{'Leather': 67, 'Foam': 24}",high,D4AF37,2980B9,glossy,light
SC9423,Comfy 7,22,200.34,Comfortable seat cover.,seatandcover,BrandB,17.43,3.41,"(1.14, 1.35, 1.45)","{'Leather': 67, 'Foam': 29}",low,FF0000,F5F5F5,unfinished,scratch
