id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,display_type
IN6945,InfoStar 8,32,460.75,High-resolution infotainment system.,infotainment,BrandA,17.54,2.38,"(0.56, 0.51, 0.72)","{'Glass': 47, 'Plastic': 54}",medium,8.0,1.7,13.6,2936,56,tft
IN7293,AutoConnect 1,12,475.32,Feature-rich infotainment system.,infotainment,BrandC,17.53,2.17,"(0.69, 0.8, 0.84)","{'Glass': 51, 'Plastic': 52}",undefined,8.5,1.3,11.05,4113,46,oled
IN3083,SmartDash 8,9,426.69,Compact infotainment system.,infotainment,BrandD,17.1,2.53,"(0.56, 0.99, 0.64)","{'Glass': 57, 'Plastic': 43}",high,10.3,1.2,12.36,3355,20,oled
IN4584,InfoStar 2,14,423.36,Compact infotainment system.,infotainment,BrandB,17.81,2.22,"(0.63, 0.9, 0.58)","{'Glass': 56, 'Plastic': 52}",medium,10.8,1.0,10.8,2305,28,lcd
IN7604,AutoConnect 9,15,202.63,Advanced infotainment system.,infotainment,BrandB,17.94,2.25,"(0.77, 0.88, 0.91)","{'Glass': 55, 'Plastic': 60}",high,6.4,1.6,10.24,3409,26,tft
IN2831,SmartDash 8,9,258.99,Feature-rich infotainment system.,infotainment,BrandD,17.34,2.53,"(0.86, 0.52, 0.65)","{'Glass': 44, 'Plastic': 49}",low,8.5,1.9,16.15,3394,36,led
IN8322,SmartDash 7,48,338.58,Advanced infotainment system.,infotainment,BrandB,17.78,2.28,"(0.96, 0.9, 0.89)","{'Glass': 54, 'Plastic': 41}",undefined,11.5,1.9,21.85,4298,3,oled
IN9404,InfoStar 3,44,326.47,Compact infotainment system.,infotainment,BrandC,17.86,2.52,"(0.65, 1.0, 0.58)","{'Glass': 41, 'Plastic': 50}",high,6.1,2.6,15.86,3065,23,led
IN1738,AutoConnect 2,31,476.8,High-resolution infotainment system.,infotainment,BrandC,17.29,2.15,"(0.58, 0.82, 0.99)","{'Glass': 54, 'Plastic': 53}",medium,11.7,2.3,26.91,2318,2,led
IN2580,InfoStar 3,27,472.44,High-resolution infotainment system.,infotainment,BrandA,17.91,2.13,"(0.77, 0.74, 0.63)","{'Glass': 50, 'Plastic': 47}",undefined,6.6,1.8,11.88,4787,45,led
IN1313,InfoStar 9,16,325.96,High-resolution infotainment system.,infotainment,BrandB,17.38,2.58,"(0.67, 0.54, 1.0)","{'Glass': 42, 'Plastic': 44}",low,8.5,1.1,9.35,3123,18,tft
IN2423,AutoConnect 2,11,208.88,Feature-rich infotainment system.,infotainment,BrandC,17.3,2.13,"(0.84, 0.54, 0.61)","{'Glass': 49, 'Plastic': 57}",undefined,7.6,1.6,12.16,4216,39,tft
IN9928,InfoStar 1,12,403.63,Compact infotainment system.,infotainment,BrandC,17.92,2.77,"(0.97, 0.73, 0.82)","{'Glass': 43, 'Plastic': 41}",low,10.8,3.0,32.4,3284,46,tft
IN2701,DriveVision 5,12,307.04,High-resolution infotainment system.,infotainment,BrandA,17.14,2.06,"(0.59, 0.75, 0.62)","{'Glass': 56, 'Plastic': 52}",high,11.3,2.8,31.64,4067,9,oled
IN9285,AutoConnect 6,22,205.44,Advanced infotainment system.,infotainment,BrandD,17.81,2.2,"(0.66, 0.62, 0.56)","{'Glass': 52, 'Plastic': 47}",undefined,9.9,2.3,22.77,4427,45,led
IN3182,InfoStar 2,17,270.69,Feature-rich infotainment system.,infotainment,BrandC,17.39,2.3,"(0.74, 0.73, 0.88)","{'Glass': 58, 'Plastic': 43}",low,9.4,1.1,10.34,3959,15,lcd
IN9486,InfoStar 3,33,358.99,High-resolution infotainment system.,infotainment,BrandC,17.6,2.16,"(0.9, 0.94, 0.61)","{'Glass': 59, 'Plastic': 43}",high,7.0,2.9,20.3,4699,51,led
IN8040,AutoConnect 6,35,476.68,Advanced infotainment system.,infotainment,BrandB,17.18,2.64,"(0.57, 0.78, 0.59)","{'Glass': 58, 'Plastic': 42}",high,7.6,1.6,12.16,3915,28,led
IN6490,DriveVision 3,5,447.52,Compact infotainment system.,infotainment,BrandD,17.62,2.61,"(0.72, 0.74, 0.92)","{'Glass': 53, 'Plastic': 48}",high,5.1,1.2,6.12,3369,10,tft
IN1288,SmartDash 7,1,490.79,High-resolution infotainment system.,infotainment,BrandB,17.3,2.65,"(0.65, 0.98, 0.8)","{'Glass': 53, 'Plastic': 51}",medium,6.2,1.6,9.92,4991,51,led
IN9525,AutoConnect 5,6,472.68,Compact infotainment system.,infotainment,BrandB,17.88,2.33,"(0.85, 0.85, 0.58)","{'Glass': 49, 'Plastic': 51}",undefined,11.3,1.6,18.08,2289,60,lcd
IN8076,SmartDash 9,14,390.11,Feature-rich infotainment system.,infotainment,BrandD,17.5,2.59,"(0.78, 0.71, 0.76)","{'Glass': 41, 'Plastic': 50}",medium,7.1,2.8,19.88,4706,32,oled
IN9307,AutoConnect 7,20,456.87,Advanced infotainment system.,infotainment,BrandC,17.51,2.96,"(0.97, 0.69, 0.75)","{'Glass': 52, 'Plastic': 58}",medium,8.9,2.0,17.8,3164,17,led
IN6696,AutoConnect 7,8,442.54,Feature-rich infotainment system.,infotainment,BrandC,17.52,2.16,"(0.78, 0.87, 0.59)","{'Glass': 51, 'Plastic': 46}",undefined,8.4,1.7,14.28,4887,28,oled
IN4805,InfoStar 9,50,419.94,Feature-rich infotainment system.,infotainment,BrandD,17.95,2.39,"(0.65, 0.9, 0.58)","{'Glass': 56, 'Plastic': 43}",medium,11.5,2.1,24.15,4505,16,tft
IN3073,InfoStar 2,31,448.1,High-resolution infotainment system.,infotainment,BrandA,17.32,2.3,"(1.0, 0.78, 0.78)","{'Glass': 40, 'Plastic': 40}",high,10.0,1.1,11.0,3043,22,oled
IN3317,SmartDash 6,49,432.94,High-resolution infotainment system.,infotainment,BrandA,17.29,2.9,"(0.81, 0.61, 0.65)","{'Glass': 57, 'Plastic': 54}",medium,7.2,2.4,17.28,2407,-10,tft
IN6739,DriveVision 7,14,303.56,Advanced infotainment system.,infotainment,BrandA,17.53,2.44,"(0.82, 0.58, 0.78)","{'Glass': 44, 'Plastic': 41}",high,8.7,3.0,26.1,2916,21,oled
IN7966,DriveVision 2,47,365.51,Feature-rich infotainment system.,infotainment,BrandB,17.74,2.84,"(0.57, 0.9, 0.94)","{'Glass': 46, 'Plastic': 43}",medium,10.4,2.8,29.12,2458,54,lcd
IN6649,InfoStar 4,24,415.07,Advanced infotainment system.,infotainment,BrandD,17.73,2.05,"(0.83, 0.59, 0.75)","{'Glass': 48, 'Plastic': 57}",undefined,6.1,1.1,6.71,4421,50,lcd
IN2281,DriveVision 4,29,349.6,Compact infotainment system.,infotainment,BrandD,17.21,2.79,"(0.51, 0.9, 0.94)","{'Glass': 50, 'Plastic': 56}",low,11.8,1.7,20.06,2006,59,oled
IN2633,AutoConnect 3,48,320.73,Advanced infotainment system.,infotainment,BrandB,17.65,2.48,"(0.87, 0.8, 0.84)","{'Glass': 43, 'Plastic': 42}",medium,10.2,1.5,15.3,3622,40,oled
IN3424,AutoConnect 4,6,476.34,Feature-rich infotainment system.,infotainment,BrandC,17.09,2.26,"(0.92, 0.86, 0.92)","{'Glass': 53, 'Plastic': 48}",low,8.7,2.5,21.75,2576,21,tft
IN8882,SmartDash 5,49,271.5,Compact infotainment system.,infotainment,BrandA,17.49,2.4,"(0.8, 0.56, 0.83)","{'Glass': 52, 'Plastic': 49}",low,7.0,3.0,21.0,3378,56,led
IN8237,SmartDash 1,12,269.86,Advanced infotainment system.,infotainment,BrandB,17.48,2.48,"(0.55, 0.59, 0.71)","{'Glass': 54, 'Plastic': 40}",undefined,9.1,2.9,26.39,3793,44,oled
IN8663,AutoConnect 8,20,245.22,Feature-rich infotainment system.,infotainment,BrandD,17.68,2.85,"(0.96, 0.76, 1.0)","{'Glass': 60, 'Plastic': 53}",low,5.9,2.0,11.8,4517,31,led
IN6571,SmartDash 2,16,383.41,High-resolution infotainment system.,infotainment,BrandC,17.7,2.91,"(0.94, 0.56, 0.95)","{'Glass': 49, 'Plastic': 53}",medium,11.9,1.3,15.47,2922,22,tft
IN7477,SmartDash 1,47,203.9,Feature-rich infotainment system.,infotainment,BrandC,17.56,2.09,"(0.88, 0.95, 0.72)","{'Glass': 43, 'Plastic': 59}",high,5.5,1.4,7.7,2296,24,oled
IN1742,InfoStar 5,37,439.63,Feature-rich infotainment system.,infotainment,BrandC,17.25,2.12,"(0.67, 0.51, 0.98)","{'Glass': 45, 'Plastic': 56}",undefined,9.0,2.3,20.7,3564,22,tft
IN2834,InfoStar 2,30,283.21,High-resolution infotainment system.,infotainment,BrandD,17.8,2.5,"(0.77, 0.68, 0.81)","{'Glass': 57, 'Plastic': 40}",undefined,9.9,1.4,13.86,4669,3,oled
IN7081,DriveVision 5,48,410.5,Advanced infotainment system.,infotainment,BrandA,17.78,2.35,"(0.55, 0.87, 0.6)","{'Glass': 59, 'Plastic': 42}",low,9.7,2.9,28.13,3130,58,led
IN2946,InfoStar 1,27,233.78,Compact infotainment system.,infotainment,BrandA,17.8,2.25,"(0.68, 0.85, 0.87)","{'Glass': 51, 'Plastic': 51}",medium,8.4,1.1,9.24,2619,49,tft
IN6810,DriveVision 9,45,443.76,Feature-rich infotainment system.,infotainment,BrandB,17.49,2.14,"(0.7, 0.91, 0.83)","{'Glass': 43, 'Plastic': 51}",high,6.7,2.0,13.4,4955,-4,oled
IN1727,InfoStar 8,12,395.74,High-resolution infotainment system.,infotainment,BrandC,17.08,2.33,"(0.83, 0.66, 0.74)","{'Glass': 59, 'Plastic': 40}",high,8.6,2.5,21.5,4678,56,led
IN4655,DriveVision 3,45,402.11,Feature-rich infotainment system.,infotainment,BrandC,17.33,2.58,"(0.62, 0.94, 0.64)","{'Glass': 43, 'Plastic': 54}",high,6.1,1.9,11.59,4759,46,lcd
IN2340,AutoConnect 9,50,499.34,Advanced infotainment system.,infotainment,BrandA,17.88,2.23,"(0.76, 0.68, 0.57)","{'Glass': 49, 'Plastic': 42}",medium,6.5,2.5,16.25,4781,8,oled
IN4377,AutoConnect 8,23,229.68,Advanced infotainment system.,infotainment,BrandD,17.32,2.72,"(0.96, 0.9, 0.69)","{'Glass': 55, 'Plastic': 51}",low,6.8,2.2,14.96,3965,51,led
IN9228,DriveVision 2,11,494.18,Feature-rich infotainment system.,infotainment,BrandA,17.78,2.63,"(0.68, 0.6, 0.61)","{'Glass': 60, 'Plastic': 40}",medium,5.1,2.3,11.73,2275,29,led
IN6527,DriveVision 5,8,475.04,Feature-rich infotainment system.,infotainment,BrandA,17.47,2.87,"(0.73, 0.9, 0.63)","{'Glass': 40, 'Plastic': 54}",low,8.7,2.3,20.01,4585,39,led
IN1510,DriveVision 9,46,284.42,Advanced infotainment system.,infotainment,BrandB,17.54,2.5,"(0.68, 0.72, 0.95)","{'Glass': 47, 'Plastic': 56}",low,10.1,1.3,13.13,4234,37,led
IN9894,InfoStar 6,35,462.96,High-resolution infotainment system.,infotainment,BrandD,17.07,2.41,"(0.65, 0.73, 1.0)","{'Glass': 51, 'Plastic': 46}",high,10.4,1.0,10.4,2848,57,tft
IN9475,DriveVision 4,19,280.62,Compact infotainment system.,infotainment,BrandD,17.67,2.02,"(0.6, 0.68, 0.57)","{'Glass': 40, 'Plastic': 43}",medium,11.5,1.9,21.85,4657,19,lcd
IN7633,InfoStar 6,24,277.69,Compact infotainment system.,infotainment,BrandA,17.93,2.22,"(0.7, 0.67, 0.54)","{'Glass': 60, 'Plastic': 40}",medium,11.1,2.8,31.08,2865,57,lcd
IN2491,InfoStar 2,10,447.58,Feature-rich infotainment system.,infotainment,BrandC,17.97,2.42,"(0.7, 0.61, 0.51)","{'Glass': 44, 'Plastic': 45}",low,7.9,1.4,11.06,2437,26,led
IN6657,InfoStar 4,18,444.22,Feature-rich infotainment system.,infotainment,BrandC,17.45,2.66,"(0.79, 0.88, 0.53)","{'Glass': 54, 'Plastic': 41}",undefined,10.5,1.5,15.75,3528,50,lcd
IN3952,SmartDash 2,40,483.65,Compact infotainment system.,infotainment,BrandD,17.4,2.98,"(0.54, 1.0, 0.88)","{'Glass': 53, 'Plastic': 40}",low,10.2,1.7,17.34,4990,51,tft
IN2599,DriveVision 4,37,377.39,Compact infotainment system.,infotainment,BrandD,17.3,2.48,"(0.5, 0.82, 0.8)","{'Glass': 60, 'Plastic': 59}",low,7.9,2.1,16.59,4151,15,tft
IN5856,SmartDash 1,24,200.46,Feature-rich infotainment system.,infotainment,BrandB,17.27,2.35,"(0.82, 0.95, 0.98)","{'Glass': 57, 'Plastic': 57}",medium,10.6,1.6,16.96,4318,46,oled
IN4413,AutoConnect 2,12,201.89,Compact infotainment system.,infotainment,BrandD,17.81,2.03,"(0.86, 0.84, 0.54)","{'Glass': 60, 'Plastic': 42}",medium,8.3,2.9,24.07,3684,36,led
IN3433,DriveVision 3,12,320.15,High-resolution infotainment system.,infotainment,BrandD,17.51,2.51,"(0.73, 0.55, 0.96)","{'Glass': 57, 'Plastic': 59}",medium,9.9,2.5,24.75,4157,-9,led
IN9569,DriveVision 3,21,286.33,High-resolution infotainment system.,infotainment,BrandB,17.6,2.79,"(0.82, 0.82, 0.9)","{'Glass': 41, 'Plastic': 58}",high,6.3,1.7,10.71,3302,50,oled
IN8162,InfoStar 5,16,389.0,Feature-rich infotainment system.,infotainment,BrandD,17.08,2.72,"(0.8, 0.59, 0.54)","{'Glass': 46, 'Plastic': 44}",low,5.3,2.4,12.72,2843,28,tft
IN8398,SmartDash 4,16,256.1,Advanced infotainment system.,infotainment,BrandA,17.28,2.58,"(0.5, 0.82, 0.68)","{'Glass': 55, 'Plastic': 49}",high,7.9,1.2,9.48,2299,34,led
IN7519,SmartDash 7,25,224.67,Feature-rich infotainment system.,infotainment,BrandD,17.35,2.84,"(0.59, 0.92, 0.66)","{'Glass': 50, 'Plastic': 46}",undefined,10.7,2.3,24.61,4138,22,lcd
IN1302,SmartDash 4,10,218.88,Compact infotainment system.,infotainment,BrandA,17.21,2.27,"(0.95, 0.77, 0.64)","{'Glass': 42, 'Plastic': 52}",high,9.3,1.2,11.16,3082,33,tft
IN6355,AutoConnect 5,16,248.69,High-resolution infotainment system.,infotainment,BrandB,17.45,2.57,"(0.97, 0.76, 0.73)","{'Glass': 46, 'Plastic': 52}",low,11.4,1.0,11.4,4945,17,oled
IN4685,InfoStar 4,42,446.15,High-resolution infotainment system.,infotainment,BrandC,17.13,2.71,"(0.81, 0.55, 0.79)","{'Glass': 43, 'Plastic': 42}",medium,9.5,1.7,16.15,2213,-5,lcd
IN5738,SmartDash 2,8,219.62,Advanced infotainment system.,infotainment,BrandC,17.22,2.56,"(0.6, 0.9, 0.77)","{'Glass': 60, 'Plastic': 45}",undefined,7.3,1.0,7.3,2695,13,oled
IN9191,InfoStar 2,32,361.75,High-resolution infotainment system.,infotainment,BrandD,17.98,2.54,"(0.92, 0.86, 0.57)","{'Glass': 45, 'Plastic': 54}",undefined,11.0,2.2,24.2,2503,10,lcd
IN8390,DriveVision 7,2,337.63,Feature-rich infotainment system.,infotainment,BrandB,17.97,2.66,"(0.87, 0.98, 0.9)","{'Glass': 43, 'Plastic': 43}",medium,5.2,1.2,6.24,2421,51,oled
IN5599,SmartDash 8,27,432.13,Feature-rich infotainment system.,infotainment,BrandA,17.47,2.01,"(0.73, 0.95, 0.84)","{'Glass': 56, 'Plastic': 46}",undefined,9.2,2.2,20.24,4367,49,lcd
IN8039,DriveVision 5,19,404.82,High-resolution infotainment system.,infotainment,BrandB,17.15,2.67,"(0.7, 0.56, 0.64)","{'Glass': 45, 'Plastic': 57}",undefined,9.7,1.0,9.7,2925,-3,lcd
IN2297,InfoStar 4,48,340.1,Feature-rich infotainment system.,infotainment,BrandC,17.38,2.11,"(0.64, 0.78, 0.55)","{'Glass': 52, 'Plastic': 43}",undefined,7.8,2.2,17.16,2412,0,led
IN7264,InfoStar 6,33,243.72,Feature-rich infotainment system.,infotainment,BrandD,17.97,2.07,"(0.9, 0.76, 0.64)","{'Glass': 45, 'Plastic': 54}",undefined,11.9,1.1,13.09,4307,2,lcd
IN6497,InfoStar 2,29,353.47,High-resolution infotainment system.,infotainment,BrandB,17.12,2.95,"(0.54, 0.72, 0.97)","{'Glass': 44, 'Plastic': 57}",high,5.0,2.1,10.5,3688,13,tft
IN8572,InfoStar 7,17,228.69,Compact infotainment system.,infotainment,BrandA,17.69,2.37,"(0.54, 0.73, 0.86)","{'Glass': 57, 'Plastic': 45}",high,5.3,2.2,11.66,3530,28,led
IN4791,SmartDash 7,20,228.33,High-resolution infotainment system.,infotainment,BrandD,17.33,2.9,"(0.54, 0.81, 0.8)","{'Glass': 40, 'Plastic': 45}",low,6.2,2.0,12.4,4978,3,tft
IN3394,InfoStar 7,5,372.59,Compact infotainment system.,infotainment,BrandB,17.95,2.88,"(0.86, 0.77, 0.52)","{'Glass': 55, 'Plastic': 47}",low,10.7,1.1,11.77,3360,39,lcd
IN1330,DriveVision 5,28,252.18,Compact infotainment system.,infotainment,BrandB,17.12,2.94,"(0.77, 0.65, 0.53)","{'Glass': 57, 'Plastic': 53}",high,9.8,2.6,25.48,4503,10,lcd
IN9992,InfoStar 5,21,451.89,Advanced infotainment system.,infotainment,BrandC,17.18,2.29,"(0.62, 0.55, 0.84)","{'Glass': 60, 'Plastic': 56}",undefined,10.1,1.1,11.11,3528,-3,led
IN8193,AutoConnect 4,37,477.3,Feature-rich infotainment system.,infotainment,BrandA,17.63,2.88,"(0.7, 0.77, 0.86)","{'Glass': 44, 'Plastic': 56}",high,5.4,1.6,8.64,2667,49,oled
IN9853,DriveVision 6,10,362.01,High-resolution infotainment system.,infotainment,BrandC,17.31,2.92,"(0.61, 0.99, 0.89)","{'Glass': 52, 'Plastic': 47}",undefined,10.5,2.3,24.15,2524,47,oled
IN1121,AutoConnect 6,3,477.5,High-resolution infotainment system.,infotainment,BrandC,17.14,2.23,"(0.65, 0.87, 0.61)","{'Glass': 49, 'Plastic': 42}",undefined,5.8,2.7,15.66,2415,25,lcd
IN6068,AutoConnect 4,22,284.2,High-resolution infotainment system.,infotainment,BrandB,17.25,2.79,"(0.96, 0.59, 0.82)","{'Glass': 55, 'Plastic': 51}",undefined,6.8,2.8,19.04,4414,15,tft
IN1394,InfoStar 6,44,439.98,Advanced infotainment system.,infotainment,BrandD,17.7,2.73,"(0.83, 0.51, 0.59)","{'Glass': 42, 'Plastic': 51}",high,8.8,2.9,25.52,3628,41,lcd
IN7628,InfoStar 8,17,322.47,Compact infotainment system.,infotainment,BrandB,17.22,2.96,"(0.6, 0.79, 0.95)","{'Glass': 51, 'Plastic': 48}",low,10.7,1.8,19.26,4702,42,led
IN7190,SmartDash 7,33,304.01,Feature-rich infotainment system.,infotainment,BrandD,17.93,2.7,"(0.99, 0.71, 0.63)","{'Glass': 42, 'Plastic': 44}",undefined,7.9,1.6,12.64,2052,26,oled
IN4874,DriveVision 8,26,428.01,Feature-rich infotainment system.,infotainment,BrandA,17.5,2.38,"(0.71, 0.6, 0.71)","{'Glass': 41, 'Plastic': 42}",undefined,9.1,2.8,25.48,2275,-1,lcd
IN4022,AutoConnect 1,28,452.07,Advanced infotainment system.,infotainment,BrandD,17.65,2.38,"(0.51, 0.84, 0.91)","{'Glass': 59, 'Plastic': 49}",undefined,10.0,1.6,16.0,2124,9,led
IN8114,AutoConnect 4,19,474.19,High-resolution infotainment system.,infotainment,BrandA,17.12,2.21,"(0.52, 0.59, 0.84)","{'Glass': 50, 'Plastic': 58}",low,6.3,2.0,12.6,3003,56,oled
IN3283,InfoStar 6,12,336.01,Advanced infotainment system.,infotainment,BrandC,17.26,2.82,"(0.56, 0.51, 0.89)","{'Glass': 54, 'Plastic': 45}",medium,9.6,1.4,13.44,3526,55,led
IN8397,DriveVision 4,7,491.13,Advanced infotainment system.,infotainment,BrandC,17.06,2.66,"(0.56, 0.63, 0.88)","{'Glass': 40, 'Plastic': 56}",undefined,11.4,1.9,21.66,4203,48,tft
IN1947,InfoStar 3,9,402.52,Advanced infotainment system.,infotainment,BrandB,17.64,2.53,"(0.71, 0.91, 0.55)","{'Glass': 45, 'Plastic': 59}",undefined,11.8,1.1,12.98,2446,-1,led
IN4006,AutoConnect 6,2,311.03,Advanced infotainment system.,infotainment,BrandC,17.61,2.83,"(0.89, 0.93, 0.65)","{'Glass': 60, 'Plastic': 58}",high,7.0,1.4,9.8,2929,46,tft
IN8004,SmartDash 7,42,449.53,Advanced infotainment system.,infotainment,BrandC,17.99,2.65,"(0.98, 0.6, 0.7)","{'Glass': 40, 'Plastic': 59}",high,6.0,2.4,14.4,4591,38,oled
IN5202,AutoConnect 4,42,479.96,Compact infotainment system.,infotainment,BrandD,17.42,2.73,"(0.75, 0.75, 0.61)","{'Glass': 42, 'Plastic': 42}",high,5.8,1.5,8.7,4006,-4,tft
IN8234,InfoStar 7,40,377.8,High-resolution infotainment system.,infotainment,BrandB,17.8,2.14,"(0.83, 0.54, 0.83)","{'Glass': 46, 'Plastic': 51}",high,5.5,2.6,14.3,2342,-1,led
IN1118,AutoConnect 7,18,272.93,High-resolution infotainment system.,infotainment,BrandD,17.42,2.41,"(0.77, 0.89, 0.92)","{'Glass': 44, 'Plastic': 53}",high,7.8,2.4,18.72,4586,6,lcd
IN6361,DriveVision 9,49,291.62,Feature-rich infotainment system.,infotainment,BrandB,17.45,2.65,"(0.92, 0.93, 0.89)","{'Glass': 44, 'Plastic': 45}",low,10.5,1.3,13.65,2128,5,tft
IN2918,DriveVision 6,33,237.33,Compact infotainment system.,infotainment,BrandB,17.25,2.41,"(0.97, 0.91, 0.87)","{'Glass': 52, 'Plastic': 57}",low,6.7,1.1,7.37,4062,17,lcd
IN8338,SmartDash 4,20,367.44,High-resolution infotainment system.,infotainment,BrandA,17.2,2.4,"(0.87, 0.72, 0.98)","{'Glass': 43, 'Plastic': 56}",undefined,5.3,2.1,11.13,2273,60,tft
IN3834,AutoConnect 1,43,315.44,High-resolution infotainment system.,infotainment,BrandA,17.02,2.99,"(0.99, 0.81, 0.67)","{'Glass': 48, 'Plastic': 48}",medium,11.4,1.7,19.38,4158,56,lcd
IN2508,DriveVision 1,46,430.08,High-resolution infotainment system.,infotainment,BrandB,17.91,2.9,"(0.62, 0.81, 0.63)","{'Glass': 56, 'Plastic': 55}",high,6.0,1.2,7.2,3124,-7,led
IN7542,AutoConnect 1,24,378.52,High-resolution infotainment system.,infotainment,BrandD,17.52,2.23,"(0.76, 0.82, 0.87)","{'Glass': 60, 'Plastic': 42}",high,10.1,2.5,25.25,4796,55,tft
IN9366,InfoStar 3,14,443.93,High-resolution infotainment system.,infotainment,BrandD,17.13,2.78,"(0.66, 0.59, 0.87)","{'Glass': 42, 'Plastic': 55}",undefined,9.4,1.9,17.86,2727,-10,lcd
IN9107,InfoStar 8,10,364.97,Feature-rich infotainment system.,infotainment,BrandB,17.79,2.35,"(0.86, 0.75, 0.58)","{'Glass': 41, 'Plastic': 51}",low,8.1,2.5,20.25,4722,-8,oled
IN6200,SmartDash 4,47,302.05,Advanced infotainment system.,infotainment,BrandB,17.25,2.35,"(0.79, 0.92, 0.85)","{'Glass': 45, 'Plastic': 59}",undefined,8.6,1.5,12.9,3359,-4,tft
IN5398,AutoConnect 3,14,425.08,Feature-rich infotainment system.,infotainment,BrandB,17.62,2.8,"(0.94, 0.68, 0.98)","{'Glass': 46, 'Plastic': 43}",low,5.4,1.9,10.26,3889,16,tft
IN5244,SmartDash 3,32,495.34,Advanced infotainment system.,infotainment,BrandA,17.01,2.64,"(0.52, 0.7, 0.68)","{'Glass': 52, 'Plastic': 59}",undefined,11.9,1.1,13.09,3602,44,led
IN3626,InfoStar 8,50,348.06,Compact infotainment system.,infotainment,BrandD,17.29,2.32,"(0.51, 0.51, 0.97)","{'Glass': 44, 'Plastic': 55}",high,6.6,2.6,17.16,3932,30,lcd
IN2907,DriveVision 9,15,260.52,High-resolution infotainment system.,infotainment,BrandA,17.62,2.28,"(0.55, 0.7, 0.79)","{'Glass': 56, 'Plastic': 48}",low,8.6,2.5,21.5,3744,18,oled
IN2253,AutoConnect 2,39,231.18,Compact infotainment system.,infotainment,BrandC,17.1,2.95,"(0.76, 0.91, 0.66)","{'Glass': 44, 'Plastic': 58}",low,11.8,1.0,11.8,3106,34,led
IN6512,AutoConnect 9,1,255.74,High-resolution infotainment system.,infotainment,BrandC,17.71,2.14,"(0.9, 0.8, 0.66)","{'Glass': 42, 'Plastic': 56}",medium,8.8,1.6,14.08,2241,-9,oled
IN3095,DriveVision 6,6,253.69,Advanced infotainment system.,infotainment,BrandC,17.79,2.92,"(0.78, 0.71, 0.88)","{'Glass': 56, 'Plastic': 52}",medium,5.3,1.4,7.42,3939,15,oled
IN3252,DriveVision 5,37,345.57,Compact infotainment system.,infotainment,BrandD,17.87,2.49,"(0.92, 0.62, 0.99)","{'Glass': 43, 'Plastic': 53}",medium,7.9,2.0,15.8,4496,8,oled
IN1045,SmartDash 7,38,471.31,Feature-rich infotainment system.,infotainment,BrandA,17.42,2.99,"(0.92, 0.98, 0.78)","{'Glass': 57, 'Plastic': 60}",high,11.5,1.6,18.4,3303,47,tft
IN8618,AutoConnect 1,23,223.01,High-resolution infotainment system.,infotainment,BrandA,17.18,2.86,"(0.83, 0.96, 0.86)","{'Glass': 56, 'Plastic': 47}",medium,8.0,2.3,18.4,3717,10,oled
IN2300,DriveVision 8,32,330.79,Feature-rich infotainment system.,infotainment,BrandB,17.63,2.12,"(0.96, 0.61, 0.82)","{'Glass': 55, 'Plastic': 52}",undefined,7.6,1.1,8.36,2615,28,led
IN8488,SmartDash 8,27,423.52,Compact infotainment system.,infotainment,BrandD,17.35,2.54,"(0.84, 0.72, 0.73)","{'Glass': 57, 'Plastic': 47}",low,6.0,2.9,17.4,2469,-4,tft
IN4483,SmartDash 3,43,297.53,Compact infotainment system.,infotainment,BrandB,17.66,2.36,"(0.61, 0.61, 0.88)","{'Glass': 52, 'Plastic': 54}",undefined,6.3,2.5,15.75,2464,54,oled
IN3921,AutoConnect 7,44,470.48,Compact infotainment system.,infotainment,BrandA,17.68,2.71,"(0.52, 0.51, 0.91)","{'Glass': 42, 'Plastic': 46}",undefined,10.6,2.7,28.62,3981,27,tft
IN6134,DriveVision 8,11,250.54,High-resolution infotainment system.,infotainment,BrandD,17.84,2.21,"(0.97, 0.61, 0.97)","{'Glass': 56, 'Plastic': 47}",high,11.7,2.2,25.74,2687,44,tft
IN1658,DriveVision 6,17,381.97,Compact infotainment system.,infotainment,BrandB,17.08,2.34,"(0.85, 0.97, 0.63)","{'Glass': 47, 'Plastic': 47}",high,5.9,2.5,14.75,4723,35,tft
IN2649,AutoConnect 5,29,365.84,Compact infotainment system.,infotainment,BrandC,17.6,2.39,"(0.92, 0.82, 0.74)","{'Glass': 43, 'Plastic': 49}",medium,9.1,1.0,9.1,2357,53,led
IN5618,SmartDash 8,1,396.25,Feature-rich infotainment system.,infotainment,BrandB,17.58,2.94,"(0.91, 0.62, 0.73)","{'Glass': 57, 'Plastic': 58}",high,6.4,2.7,17.28,2194,-10,tft
IN1095,InfoStar 9,29,440.33,Feature-rich infotainment system.,infotainment,BrandD,17.77,2.6,"(0.58, 0.75, 0.69)","{'Glass': 54, 'Plastic': 45}",undefined,6.0,1.6,9.6,4495,29,oled
IN6735,InfoStar 9,49,498.32,Compact infotainment system.,infotainment,BrandA,17.99,2.79,"(0.8, 0.91, 0.76)","{'Glass': 58, 'Plastic': 57}",undefined,8.8,3.0,26.4,3115,-6,lcd
IN3950,AutoConnect 9,39,422.17,Feature-rich infotainment system.,infotainment,BrandC,17.95,2.17,"(0.67, 0.84, 0.67)","{'Glass': 60, 'Plastic': 58}",medium,6.3,2.5,15.75,2287,11,oled
